"R0000100","R0536300","R0536401","R0536402","R0536600","R1201300","R1204500","R1235800","R1302400","R1302500","R1302600","R1302700","R1482600","R2516200","R3828100","R5342000","R7085900","S1527400","S3592800","S4967700","S6707500","S8680100","T1100000","T3177200","T4588300","T6221600","T7718800","T9119400","U1110900"
1477,2,12,1983,13,1,135010,1,14,12,14,12,1,15,15,17,17,18,19,21,22,22,23,24,25,27,27,30,32
1478,1,9,1983,13,1,37000,1,12,12,-4,-4,1,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
1479,2,6,1980,16,1,51400,1,12,12,12,-4,1,18,19,20,21,22,23,24,-5,-5,-5,-5,-5,-5,-5,-5,-5
1480,2,1,1983,14,1,51400,1,12,12,12,-4,1,16,16,17,-5,20,-5,-5,-5,23,-5,-5,-5,-5,-5,-5,-5
1481,1,11,1984,12,1,12324,1,12,12,-4,12,1,14,15,16,17,18,19,-5,21,22,23,-5,25,26,27,29,31
1482,1,12,1981,15,1,28000,1,12,12,-4,12,1,17,18,19,20,21,22,23,23,25,25,27,27,29,29,32,34
1483,1,2,1984,14,2,37500,1,4,2,-4,2,2,14,15,16,17,18,19,20,21,22,23,24,25,26,27,30,31
1484,1,8,1980,16,1,75126,1,13,13,13,13,4,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,35
1485,1,4,1983,13,1,75126,1,13,13,13,13,4,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
1486,1,3,1984,13,1,85860,1,18,14,18,14,4,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,-5
1487,2,5,1981,15,1,94100,1,20,16,20,16,4,17,18,19,20,22,22,23,-5,25,-5,27,28,29,30,32,34
1488,1,4,1980,16,1,135750,1,16,16,16,16,4,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,35
1489,2,12,1982,14,1,135750,1,16,16,16,16,4,16,16,18,19,20,21,22,22,23,24,25,26,27,28,30,32
1490,2,10,1983,13,1,246474,1,18,17,18,17,4,-5,16,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,32
1491,1,5,1982,14,1,61050,1,13,12,13,12,4,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,33
1492,2,11,1982,14,1,141076,1,16,16,16,16,4,16,17,18,19,20,21,22,23,24,25,26,26,-5,-5,-5,-5
1493,1,9,1983,13,1,70200,1,16,16,16,16,4,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
1494,2,12,1980,16,1,92058,1,12,14,12,14,4,17,19,20,21,22,23,24,24,26,26,27,28,30,30,33,34
1495,2,6,1980,16,1,126400,1,17,17,17,17,4,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,35
1496,2,12,1981,15,1,126400,1,17,17,17,17,4,17,17,19,20,21,21,22,23,24,25,26,27,28,29,31,33
1497,2,8,1982,14,-4,-4,1,20,16,20,16,4,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,33
1498,2,6,1984,12,1,-3,1,20,16,20,16,4,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31
1499,2,8,1980,16,1,82550,1,16,16,16,16,4,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,35
1500,2,10,1982,14,1,71000,1,12,13,12,13,1,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,33
1501,2,10,1980,17,-4,-4,1,19,16,19,16,4,18,19,20,21,22,23,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1502,2,1,1984,13,1,80000,1,12,12,12,12,1,14,15,16,17,18,20,20,21,23,23,24,25,26,27,29,32
1503,1,12,1980,16,3,64050,1,12,15,-4,15,4,17,18,19,21,22,22,24,24,26,27,28,28,29,30,33,34
1504,2,10,1983,13,3,64050,1,-3,15,-4,15,4,15,16,17,18,19,20,21,22,23,24,25,25,27,27,30,32
1505,1,11,1984,12,-4,-4,1,-3,6,6,6,2,14,15,16,17,18,19,20,21,22,23,23,24,26,26,29,31
1506,2,12,1984,12,1,-3,1,12,11,12,11,2,14,15,16,17,18,18,20,-5,-5,-5,24,-5,-5,-5,-5,-5
1507,1,4,1983,14,2,-3,1,12,12,12,12,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1508,1,9,1984,12,1,12000,1,-4,-3,-4,-3,3,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31
1509,2,11,1982,14,-4,-4,1,-3,-3,-3,-3,2,16,16,18,19,20,21,22,23,24,24,25,27,28,28,31,32
1510,1,8,1980,16,1,44100,1,14,12,-4,12,4,18,19,20,21,22,23,24,-5,26,27,28,29,30,31,-5,-5
1511,2,1,1982,15,1,44100,1,14,12,-4,12,4,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,33
1512,2,5,1984,12,1,44100,1,14,12,-4,12,4,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31
1513,2,5,1984,12,1,44100,1,14,12,-4,12,4,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31
1514,1,4,1982,14,-4,-4,1,16,18,16,18,1,16,17,18,19,20,21,22,23,24,-5,-5,27,28,29,-5,33
1515,1,8,1980,16,2,66000,1,-3,-3,-3,-3,3,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,35
1516,2,11,1980,16,2,-3,1,17,14,17,14,2,18,19,20,21,22,23,24,25,26,27,28,29,30,-5,-5,35
1517,2,5,1983,13,-4,-4,1,17,14,17,14,2,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
1518,1,11,1984,12,1,75500,1,-3,-3,-3,-3,4,14,-5,16,17,18,19,20,21,22,23,-5,24,-5,-5,29,31
1519,1,2,1984,13,-4,246474,1,-3,-3,-3,-3,3,14,16,16,17,18,19,20,21,22,23,24,25,26,27,29,31
1520,1,2,1984,13,1,52500,1,-3,-3,-3,-3,4,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31
1521,2,3,1981,17,-4,-4,1,-3,-3,-3,-3,4,18,18,-5,-5,21,-5,-5,25,25,26,27,-5,29,30,33,-5
1522,1,2,1982,15,1,-3,1,-3,-3,-3,-3,3,16,17,18,19,20,21,22,23,24,25,-3,27,28,29,31,33
1523,2,10,1984,12,1,41750,1,-3,-3,-3,-3,1,-5,-5,-5,-5,-5,-5,-5,-5,22,-5,24,25,26,26,-5,-5
1524,2,9,1981,15,1,11000,1,-4,-3,-4,-3,1,17,18,19,20,21,22,23,24,25,26,27,28,29,30,32,34
1525,1,12,1980,16,1,29276,1,-4,12,-4,12,1,17,19,20,21,22,22,24,24,25,26,27,28,30,30,32,34
1526,2,12,1982,14,1,40000,1,-3,-3,-3,-3,4,16,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,31,32
1527,2,8,1984,12,1,6420,1,-4,-3,-4,-3,1,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31
1528,2,1,1981,16,1,8270,1,-4,-3,-4,-3,1,-5,-5,-5,-5,-5,-5,-5,24,26,26,-5,28,-5,-5,33,-5
1529,1,5,1984,13,1,8270,1,-4,-3,-4,-3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1530,1,5,1980,16,1,149250,1,18,17,18,17,4,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,35
1531,2,5,1983,13,1,149250,1,18,17,18,17,4,15,16,17,18,19,20,21,22,-5,25,25,26,27,28,30,33
1532,1,9,1982,14,1,42415,1,-3,-3,-4,12,4,16,17,18,19,20,21,22,23,24,25,26,27,28,28,31,33
1533,2,3,1982,15,1,-3,1,18,16,18,16,4,16,17,18,19,20,21,22,23,24,25,26,27,28,-5,-5,34
1534,2,5,1980,16,1,20280,1,6,12,-4,12,4,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,35
1535,1,12,1982,14,1,20280,1,6,12,-4,12,4,16,16,17,19,20,20,21,22,23,24,25,26,27,28,30,33
1536,1,3,1983,13,-4,-4,1,6,3,-4,3,2,15,16,17,18,19,21,21,-5,23,24,26,26,27,-5,-5,-5
1537,2,5,1983,13,-4,-4,1,12,12,-4,12,4,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
1538,1,3,1980,17,1,130500,1,15,13,15,13,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1539,2,9,1983,13,1,65610,1,-3,12,-3,12,4,15,16,17,18,19,20,-5,-5,-5,-5,-5,-5,-5,-5,-5,32
1540,2,7,1984,12,1,39250,1,-3,10,-3,10,4,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31
1541,2,11,1984,12,1,68800,1,12,12,12,12,4,14,14,16,16,18,19,20,21,22,23,24,24,26,27,29,31
1542,2,11,1983,13,3,-3,1,14,14,14,14,2,15,16,17,18,19,20,21,22,23,24,25,26,27,27,30,32
1543,2,7,1982,14,1,54500,1,16,12,16,12,4,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,33
1544,2,5,1984,12,1,54500,1,16,12,16,12,4,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31
1545,1,7,1982,14,1,53000,1,12,12,12,12,4,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,33
1546,2,11,1983,13,1,53000,1,12,12,12,12,4,15,16,17,18,19,19,21,22,23,23,24,25,27,27,30,31
1547,1,9,1981,15,3,54500,1,9,14,9,14,2,17,18,19,20,21,22,-5,24,25,-5,-5,-5,-5,-5,32,34
1548,1,8,1983,13,3,54500,1,9,14,9,14,2,15,16,17,-5,-5,20,21,22,23,-5,-5,-5,-5,-5,-5,-5
1549,1,9,1984,12,3,54500,1,9,14,9,14,2,14,15,16,17,18,19,20,21,22,23,24,24,26,27,29,31
1550,2,7,1982,14,1,69750,1,-4,-4,14,14,4,-5,-5,18,19,20,21,22,23,24,25,26,27,28,29,31,33
1551,2,5,1980,16,1,89900,1,12,14,12,14,4,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,35
1552,1,10,1984,12,1,89900,1,12,14,12,14,4,14,15,16,17,18,19,20,-5,22,-5,24,25,26,27,29,31
1553,1,12,1980,16,1,8500,1,11,12,-4,12,1,17,18,19,21,21,22,23,24,25,26,27,28,29,30,33,34
1554,1,7,1983,13,1,8500,1,11,12,-4,12,1,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
1555,1,4,1980,17,1,27900,1,12,12,-4,12,1,18,19,-5,-5,-5,-5,-5,26,26,-5,-5,-5,-5,31,33,-5
1556,1,6,1983,13,1,69300,1,19,16,19,16,1,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
1557,2,6,1984,12,1,69300,1,19,16,19,16,1,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31
1558,1,5,1982,14,1,15600,1,11,12,-4,12,1,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,33
1559,1,2,1982,15,1,41000,1,11,12,11,12,4,16,17,18,19,20,22,23,23,24,25,26,27,28,29,31,33
1560,1,1,1984,13,3,34500,1,9,11,-4,11,2,14,15,16,17,18,19,20,22,22,23,24,25,26,27,29,31
1561,1,2,1984,14,3,24000,1,13,12,13,12,2,-5,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31
1562,1,6,1984,13,1,42000,1,-3,9,-4,-4,2,14,15,16,17,18,19,20,21,22,23,24,-5,26,27,29,31
1563,1,5,1983,14,1,55000,1,-3,12,14,12,1,15,16,17,18,-5,-5,-5,-5,23,24,25,26,27,28,30,32
1564,1,7,1983,14,1,14455,1,-3,12,-4,-4,1,15,16,-5,18,19,20,21,22,23,24,25,26,27,28,30,32
1565,2,11,1984,12,1,29600,1,12,14,-4,14,1,14,15,15,16,18,19,20,21,22,23,24,24,25,26,29,31
1566,2,10,1982,15,1,-3,1,-3,9,-4,9,1,16,17,18,19,20,21,22,23,24,24,26,27,27,28,-5,-5
1568,2,9,1982,15,1,45000,1,12,-3,-4,-4,1,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,33
1569,1,7,1981,15,2,22500,1,5,7,5,7,2,17,18,19,20,21,-5,23,24,25,26,27,28,29,30,32,-5
1570,1,9,1981,15,2,-3,1,6,6,6,6,2,-5,-5,19,-5,21,-5,23,-5,-5,26,27,28,29,30,32,34
1571,2,12,1982,14,3,-3,1,6,6,6,6,2,16,17,18,18,20,21,22,23,23,25,25,26,27,28,30,-5
1572,1,4,1982,14,1,-3,1,16,13,16,13,4,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,33
1573,1,5,1981,15,1,-3,1,16,12,16,13,4,17,-5,19,20,21,22,23,24,25,26,27,28,29,30,32,34
1574,2,6,1983,13,1,45800,1,15,13,17,13,4,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
1575,2,11,1981,15,1,-3,1,16,12,16,12,4,17,18,19,20,-5,22,23,-5,25,26,27,27,28,30,32,33
1576,2,1,1980,17,1,84012,1,10,12,10,12,4,19,19,20,21,22,23,24,26,26,27,28,29,31,31,34,35
1577,2,6,1984,12,1,84012,1,10,12,10,12,4,14,15,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1578,1,6,1981,15,1,-48100,1,12,13,12,13,4,17,18,19,20,21,22,23,24,25,26,27,28,29,30,32,34
1579,1,1,1983,14,-4,-4,1,12,12,12,12,1,15,16,17,18,19,-5,22,-5,-5,-5,25,26,27,28,30,32
1580,1,4,1980,16,1,34500,1,12,12,12,-4,1,18,19,20,21,23,23,24,26,26,27,28,29,30,31,33,35
1581,1,1,1980,18,3,-3,1,20,12,20,12,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1582,2,1,1980,17,1,17000,1,16,12,16,-4,4,18,19,21,21,22,23,24,25,26,27,28,30,30,31,33,35
1583,1,3,1981,17,-4,-4,1,12,10,14,10,2,-5,19,20,20,21,22,23,24,25,26,27,28,29,30,32,34
